nazwa_leku,substancja_czynna,postac_leku,dawka_leku,zawartosc_opakowania,identyfikator_leku,lp
Oxyduo,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 40+20 mg,60 szt.,05908289660449,3356
Oxylaxon,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 5+2.5 mg,30 szt.,05909991381561,3357
Oxylaxon,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 10+5 mg,30 szt.,05909991381677,3358
Oxylaxon,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 20+10 mg,30 szt.,05909991381783,3359
Oxylaxon,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 40+20 mg,30 szt.,05909991381899,3360
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 10+5 mg,30 tabl.,05909991327958,3361
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 10+5 mg,60 tabl.,05909991327989,3362
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 20+10 mg,30 tabl.,05909991328184,3363
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 20+10 mg,60 tabl.,05909991328214,3364
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 40+20 mg,30 tabl.,05909991328405,3365
Oxynador,Oxycodoni hydrochloridum + Naloxoni hydrochloridum, tabletki o przed³u¿onym uwalnianiu, 40+20 mg,60 tabl.,05909991328436,3366
Oyavas,Bevacizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol.a 4 ml,05909991451332,3367
Oyavas,Bevacizumabum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol.a 16 ml,05909991451349,3368
Ozempic,Semaglutidum, roztw. do wstrz., 0.25 mg,1 wstrz.po 1;5 ml,05909991389901,3369
Ozempic,Semaglutidum, roztw. do wstrz., 0.5 mg,1 wstrz.po 1;5 ml,05909991389918,3370
Ozempic,Semaglutidum, roztw. do wstrz., 1 mg,1 wstrz.po 3 ml,05909991389956,3371
Oziclide MR,Gliclazidum, tabletki o zmodyfikowanym uwalnianiu, 60 mg,30 tabl.,05909991226299,3372
Oziclide MR,Gliclazidum, tabletki o zmodyfikowanym uwalnianiu, 60 mg,60 tabl.,05909991226305,3373
Ozurdex,Dexamethasonum, implant doszklistkowy, 700 ?g,1 implant doszklistkowy z aplikatorem,05909990796663,3374
Ozzion,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990892761,3375
Ozzion,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990892853,3376
Ozzion,Pantoprazolum, tabl. dojel., 20 mg,56 tabl.,05909991186371,3377
Ozzion,Pantoprazolum, tabl. dojel., 40 mg,56 tabl.,05909991186418,3378
Pabi-Dexamethason,Dexamethasonum, tabl., 4 mg,20 szt.,05900411007276,3379
Pabi-Dexamethason,Dexamethasonum, tabl., 8 mg,20 szt.,05900411007313,3380
Pabi-Dexamethason,Dexamethasonum, tabl., 20 mg,20 szt.,05900411007351,3381
Pabi-Dexamethason,Dexamethasonum, tabl., 1 mg,20 szt.,05904374007854,3382
Pabi-Dexamethason,Dexamethasonum, tabl., 500 µg,20 szt.,05904374007861,3383
Paclitaxel Kabi,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 5 ml,05909990874347,3384
Paclitaxel Kabi,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 16;7 ml,05909990874361,3385
Paclitaxel Kabi,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 25 ml,05909990874385,3386
Paclitaxel Kabi,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 50 ml,05909990874408,3387
Paclitaxel-Ebewe,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 5 ml,05909990018383,3388
Paclitaxel-Ebewe,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 16;7 ml,05909990018390,3389
Paclitaxel-Ebewe,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 25 ml,05909990018406,3390
Paclitaxel-Ebewe,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 50 ml,05909990018420,3391
Paclitaxelum Accord,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol. a 5 ml,05909990840267,3392
Paclitaxelum Accord,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol. a 16;7 ml,05909990840274,3393
Paclitaxelum Accord,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol. a 50 ml,05909990840281,3394
Paclitaxelum Accord,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 25 ml,05909991037086,3395
Paclitaxelum Accord,Paclitaxelum, koncentrat do sporz¹dzania roztworu do infuzji, 6 mg/ml,1 fiol.po 100 ml,05909991037093,3396
Padolten,Tramadoli hydrochloridum + Paracetamolum, tabl. powl., 37.5+325 mg,30 szt.,05909990806287,3397
Padolten,Tramadoli hydrochloridum + Paracetamolum, tabl. powl., 37.5+325 mg,60 szt.,05909990806294,3398
Padolten,Tramadoli hydrochloridum + Paracetamolum, tabl. powl., 37.5+325 mg,90 szt.,05909990806300,3399
Palexia retard,Tapentadolum, tabl. o przed³u¿onym uwalnianiu, 50 mg,60 szt.,05909990865567,3400
Palexia retard,Tapentadolum, tabl. o przed³u¿onym uwalnianiu, 100 mg,60 szt.,05909990865598,3401
Palexia retard,Tapentadolum, tabl. o przed³u¿onym uwalnianiu, 150 mg,60 szt.,05909990865635,3402
Palexia retard,Tapentadolum, tabl. o przed³u¿onym uwalnianiu, 200 mg,60 szt.,05909990865666,3403
Palexia retard,Tapentadolum, tabl. o przed³u¿onym uwalnianiu, 250 mg,60 szt.,05909990865697,3404
Palgotal,Tramadoli hydrochloridum + Paracetamolum, tabl. powl., 75+650 mg,30 szt.,05909991195076,3405
Pamifos-30,Dinatrii pamidronas, proszek i rozpuszczalnik do sporz¹dzania roztworu do infuzji, 30 mg,2 fiol. z prosz.po 30 mg + 2 amp.po 10 ml,05909990661671,3406
Pamifos-60,Dinatrii pamidronas, proszek i rozpuszczalnik do sporz¹dzania roztworu do infuzji, 60 mg,1 fiol. z prosz.po 60 mg + 1 amp.po 10 ml,05909990661688,3407
Pamifos-90,Dinatrii pamidronas, proszek i rozpuszczalnik do sporz¹dzania roztworu do infuzji, 90 mg,1 fiol. z prosz.po 90 mg + 1 amp.po 10 ml,05909990661695,3408
Pamyl 20 mg,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909991046897,3409
Pamyl 40 mg,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909991046941,3410
Panprazox,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990817184,3411
Panprazox,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990817320,3412
Panrazol,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990698974,3413
Panrazol,Pantoprazolum, tabl. dojel., 20 mg,56 szt.,05909990698981,3414
Panrazol,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990699209,3415
Pantoprazole Bluefish,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909990793907,3416
Pantoprazole Bluefish,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909990794188,3417
Pantoprazole Genoptim,Pantoprazolum, tabl. dojelitowe, 20 mg,56 szt.,05907553017927,3418
Pantoprazole Genoptim,Pantoprazolum, tabl. dojelitowe, 40 mg,56 szt.,05907553017934,3419
Pantoprazole Genoptim,Pantoprazolum, tabl. dojel., 40 mg,28 szt.,05909991035631,3420
Pantoprazole Genoptim,Pantoprazolum, tabl. dojel., 20 mg,28 szt.,05909991139759,3421
Panzol,Pantoprazolum, tabl. dojel., 20 mg,28 szt. (2 blist.po 14 szt.),05909990652334,3422
Panzol,Pantoprazolum, tabl. dojel., 40 mg,28 szt. (2 blist.po 14 szt.),05909990652372,3423
Panzol,Pantoprazolum, tabl. dojelitowe, 20 mg,56 szt.,05909991069681,3424
Paricalcitol Fresenius,Paricalcitolum, roztwór do wstrzykiwañ, 5 ?g/ml,5 fiol.a 1 ml,04046241079906,3425
Paricalcitol Fresenius,Paricalcitolum, roztwór do wstrzykiwañ, 2 ?g/ml,5 fiol.a 1 ml,04046241091243,3426
Paricalcitol Fresenius,Paricalcitolum, roztwór do wstrzykiwañ, 2 ?g/ml,5 fiol.,05909990942022,3427
Paricalcitol Fresenius,Paricalcitolum, roztwór do wstrzykiwañ, 5 ?g/ml,5 fiol. a 1 ml,05909990942060,3428
ParoGen,Paroxetinum, tabl. powl., 20 mg,30 szt. (1 poj.po 30 szt.),05909990425877,3429
ParoGen,Paroxetinum, tabl. powl., 20 mg,60 szt. (1 poj.po 60 szt.),05909990425884,3430
Paroxetine Aurovitas,Paroxetinum, tabl. powl., 20 mg,30 tabl.,05909991323615,3431
Paroxetine Aurovitas,Paroxetinum, tabl. powl., 20 mg,60 tabl.,05909991323646,3432
Paroxetine Vitama,Paroxetinum, tabl. powl., 20 mg,30 szt.,05909990655724,3433
Paroxinor,Paroxetinum, tabl. powl., 20 mg,30 szt.,05909990798346,3434
Paxtin 20,Paroxetinum, tabl. powl., 20 mg,30 szt.,05909990010189,3435
Paxtin 40,Paroxetinum, tabl. powl., 40 mg,30 szt.,05909990010202,3436
PecFent,Fentanylum, aerozol do nosa; roztwór, 100 µg/dawkê,1;55 ml (1 butelka),05909990955503,3437
PecFent,Fentanylum, aerozol do nosa; roztwór, 100 µg/dawkê,4 but. po 1;55 ml,05909990955527,3438
PecFent,Fentanylum, aerozol do nosa; roztwór, 400 µg/dawkê,1;55 ml (1 butelka),05909990955541,3439
PecFent,Fentanylum, aerozol do nosa; roztwór, 400 µg/dawkê,4 but. po 1;55 ml,05909990955558,3440
Pegasys,Peginterferonum alfa-2a, roztwór do wstrzykiwañ, 90 µg/0.5 ml,1 amp.-strz.po 0;5 ml (+ig³a),05902768001013,3441
Pegasys,Peginterferonum alfa-2a, roztwór do wstrzykiwañ, 135 ?g/0.5 ml,1 amp.-strz.po 0;5 ml (+ig³a),05909990984718,3442
Pegasys,Peginterferonum alfa-2a, roztwór do wstrzykiwañ, 180 µg/0.5 ml,1 amp.-strz.po 0;5 ml (+ig³a),05909990984817,3443
Pegorel,Clopidogrelum, tabl. powl., 75 mg,28 szt.,05909990793730,3444
Pelgraz,Pegfilgrastimum, roztwór do wstrzykiwañ w ampu³ko-strzykawce, 6 mg/0.6 ml,1 amp.-strzyk.,05055565748640,3445
Pemetreksed SUN,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 100 mg,1 fiol. proszku,05909991289362,3446
Pemetreksed SUN,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 500 mg,1 fiol. proszku,05909991289379,3447
Pemetrexed Accord,Pemetreksedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiolka 4 ml,05055565768952,3448
Pemetrexed Accord,Pemetreksedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiolka 20 ml,05055565768969,3449
Pemetrexed Accord,Pemetreksedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiolka 40 ml,05055565768976,3450
Pemetrexed Fresenius Kabi,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 100 mg,1 fiol.,05909991289393,3451
Pemetrexed Fresenius Kabi,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 500 mg,1 fiol.,05909991289409,3452
Pemetrexed Fresenius Kabi,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 4 ml,05909991444167,3453
Pemetrexed Fresenius Kabi,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 20 ml,05909991444174,3454
Pemetrexed Fresenius Kabi,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 40 ml,05909991444181,3455
Pemetrexed Sandoz,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 100 mg,1 fiol.po 10 ml,05907626706079,3456
Pemetrexed Sandoz,Pemetreksedum, proszek do sporz¹dzania koncentratu roztworu do infuzji, 500 mg,1 fiol.po 50 ml,05907626706086,3457
Pemetrexed Sandoz,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 4 ml,07613421047016,3458
Pemetrexed Sandoz,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 20 ml,07613421047023,3459
Pemetrexed Sandoz,Pemetrexedum, koncentrat do sporz¹dzania roztworu do infuzji, 25 mg/ml,1 fiol. 40 ml,07613421047030,3460
Penester,Finasteridum, tabl. powl., 5 mg,30 szt. (2 blist.po 15 szt.),05909990077267,3461
Penester,Finasteridum, tabl. powl., 5 mg,90 szt. (6 blist.po 15 szt.),05909990077274,3462
Penlac,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991441517,3463
Penlac,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,20 szt.,05909991444440,3464
Pentasa,Mesalazinum, czopki, 1 g,28 szt. (4 blist.po 7 szt.),05909990656813,3465
Pentasa,Mesalazinum, tabl. o przed³u¿onym uwalnianiu, 500 mg,100 szt.,05909990662111,3466
Pentasa,Mesalazinum, zawiesina doodbytnicza, 1 g/100 ml,7 butelek po 100 ml,05909990818815,3467
Pentasa,Mesalazinum, granulat o przed³u¿onym uwalnianiu, 1 g,50 sasz.po 2 g granulatu,05909990855315,3468
Pentasa,Mesalazinum, granulat o przed³u¿onym uwalnianiu, 2 g,60 sasz.,05909990974184,3469
Pentasa,Mesalazinum, tabl. o przed³u¿onym uwalnianiu, 1 g,60 szt.,05909990974375,3470
Pentasa,Mesalazinum, granulat o przed³u¿onym uwalnianiu, 4 g,30 sasz.,05909991273989,3471
Perazin 100 mg,Perazinum, tabl., 100 mg,30 szt.,05909990858514,3472
Perazin 200mg,Perazinum, tabl., 200 mg,30 szt.,05909991033453,3473
Perazin 25 mg,Perazinum, tabl., 25 mg,20 szt.,05909990858415,3474
Perazin 25 mg,Perazinum, tabl., 25 mg,50 tabl.,05909990914838,3475
Perazin 50mg,Perazinum, tabl., 50 mg,30 szt.,05909991033422,3476
Perjeta,Pertuzumabum, koncentrat do sporz¹dzania roztworu do infuzji, 420 mg,1 fiol.,05902768001006,3477
Pernazinum,Perazinum, tabl., 25 mg,60 szt.,05906745439141,3478
Pernazinum,Perazinum, tabl., 100 mg,30 szt.,05909990199518,3479
Pernazinum,Perazinum, tabl., 25 mg,20 szt.,05909990202614,3480
Petinimid,Ethosuximidum, kaps., 250 mg,100 szt.,05909990244911,3481
Phenyl-Free 1,Dieta eliminacyjna w fenyloketonurii, proszek do sporz¹dzania roztworu,,454 g,0300875102138,3482
Phenyl-Free 2,Dieta eliminacyjna w fenyloketonurii, proszek do sporz¹dzania roztworu,,454 g,0300875100066,3483
Phenyl-Free 2HP,Dieta eliminacyjna w fenyloketonurii, proszek do sporz¹dzania roztworu,,454 g,0300875100127,3484
Phenytoinum WZF,Phenytoinum, tabl., 100 mg,60 szt. (4 blist.po 15 szt.),05909990093519,3485
PIC Insupen Orginal 0.25x5 mm (31G),Ig³y do penów, ig³y,,100 szt.,8058090005094,3486
PIC Insupen Orginal 0.30x8 mm (30G),Ig³y do penów, ig³y,,100 szt.,8058090004578,3487
Pilocarpinum WZF 2%,Pilocarpini hydrochloridum, krople do oczu; roztwór, 20 mg/ml,10 ml (2x5 ml),05909990237524,3488
Pinexet 100 mg,Quetiapinum, tabl. powl., 100 mg,60 szt.,05909990788590,3489
Pinexet 200 mg,Quetiapinum, tabl. powl., 200 mg,60 szt.,05909990788651,3490
Pinexet 25 mg,Quetiapinum, tabl. powl., 25 mg,30 szt.,05909990788583,3491
Pinexet 300 mg,Quetiapinum, tabl. powl., 300 mg,60 szt.,05909990788675,3492
Piramil 10 mg,Ramiprilum, tabl., 10 mg,28 szt.,05909990661756,3493
Piramil 10 mg,Ramiprilum, tabl., 10 mg,30 szt.,05909991344603,3494
Piramil 10 mg,Ramiprilum, tabletki, 10 mg,30 szt.,05909991369910,3495
Piramil 2.5 mg,Ramiprilum, tabl., 2.5 mg,30 szt.,05909990212170,3496
Piramil 5 mg,Ramiprilum, tabl., 5 mg,30 szt.,05909990212248,3497
Piramil 5 mg,Ramiprilum, tabletki, 5 mg,30 szt.,05909991369903,3498
Pixuvri,Pixantroni dimaleas, proszek do sporz¹dzania koncentratu roztworu do infuzji, 29 mg,1 fiol.,05909991206475,3499
PKU Anamix junior (o smaku czekoladowym),Dieta eliminacyjna w fenyloketonurii, proszek,,1080 g (30 sasz.po 36 g),5016533648225,3500
PKU Anamix junior (o smaku neutralnym),Dieta eliminacyjna w fenyloketonurii, proszek,,1080 g (30 sasz.po 36 g),5016533648263,3501
PKU Anamix junior (o smaku owoców leœnych),Dieta eliminacyjna w fenyloketonurii, proszek,,1080 g (30 sasz.po 36 g),5016533648201,3502
PKU Anamix junior (o smaku pomarañczowym),Dieta eliminacyjna w fenyloketonurii, proszek,,1080 g (30 sasz.po 36 g),5016533648249,3503
PKU Anamix junior (o smaku waniliowym),Dieta eliminacyjna w fenyloketonurii, proszek,,1080 g (30 sasz.po 36 g),5016533648287,3504
PKU Cooler 10 Orange,Dieta eliminacyjna w fenyloketonurii, p³yn, 10/87 g bia³ka/ml,30 torebek po 87 ml,5060014051370,3505
PKU Cooler 10 Purple,Dieta eliminacyjna w fenyloketonurii, p³yn, 10/87 g bia³ka/ml,30 torebek po 87 ml,5060014051387,3506
PKU Cooler 10 Red,Dieta eliminacyjna w fenyloketonurii, p³yn, 10/87 g bia³ka/ml,30 torebek po 87 ml,5060014051363,3507
PKU Cooler 10 White,Dieta eliminacyjna w fenyloketonurii, p³yn, 10/87 g bia³ka/ml,30 torebek po 87 ml,5060014051394,3508
PKU Cooler 10 Yellow,Dieta eliminacyjna w fenyloketonurii, p³yn, 10 g bia³ka,30 torebek po 87 ml,5060385941485,3509
PKU Cooler 15 Orange,Dieta eliminacyjna w fenyloketonurii, p³yn, 15/130 g bia³ka/ml,30 torebek po 130 ml,5060014051424,3510
PKU Cooler 15 Purple,Dieta eliminacyjna w fenyloketonurii, p³yn, 15/130 g bia³ka/ml,30 torebek po 130 ml,5060014051431,3511
PKU Cooler 15 Red,Dieta eliminacyjna w fenyloketonurii, p³yn, 15/130 g bia³ka/ml,30 torebek po 130 ml,5060014051417,3512
PKU Cooler 15 White,Dieta eliminacyjna w fenyloketonurii, p³yn, 15/130 g bia³ka/ml,30 torebek po 130 ml,5060014051479,3513
PKU Cooler 15 Yellow,Dieta eliminacyjna w fenyloketonurii, p³yn, 15 g bia³ka,30 torebek po 130 ml,5060385941492,3514
PKU Cooler 20 Orange,Dieta eliminacyjna w fenyloketonurii, p³yn, 20/174 g bia³ka/ml,30 torebek po 174 ml,5060014051547,3515
PKU Cooler 20 Purple,Dieta eliminacyjna w fenyloketonurii, p³yn, 20/174 g bia³ka/ml,30 torebek po 174 ml,5060014051554,3516
PKU Cooler 20 Red,Dieta eliminacyjna w fenyloketonurii, p³yn, 20/174 g bia³ka/ml,30 torebek po 174 ml,5060014051530,3517
PKU Cooler 20 White,Dieta eliminacyjna w fenyloketonurii, p³yn, 20/174 g bia³ka/ml,30 torebek po 174 ml,5060014051684,3518
PKU Cooler 20 Yellow,Dieta eliminacyjna w fenyloketonurii, p³yn, 20 g bia³ka,30 torebek po 174 ml,5060385941508,3519
PKU Express 15 o smaku cytrynowym,Dieta eliminacyjna w fenyloketonurii, proszek, 15/25 g bia³ka/g,30 saszetek po 25 g,5060014051745,3520
PKU Express 15 o smaku neutralnym,Dieta eliminacyjna w fenyloketonurii, proszek, 15/25 g bia³ka/g,30 saszetek po 25 g,5060014051585,3521
PKU Express 15 o smaku owoców tropikalnych,Dieta eliminacyjna w fenyloketonurii, proszek, 15/25 g bia³ka/g,30 saszetek po 25 g,5060014051752,3522
PKU Express 15 o smaku pomarañczowym,Dieta eliminacyjna w fenyloketonurii, proszek, 15/25 g bia³ka/g,30 saszetek po 25 g,5060014051738,3523
PKU Express 20 o smaku cytrynowym,Dieta eliminacyjna w fenyloketonurii, proszek, 20/34 g bia³ka/g,30 saszetek po 34 g,5060014051776,3524
PKU Express 20 o smaku neutralnym,Dieta eliminacyjna w fenyloketonurii, proszek, 20/34 g bia³ka/g,30 saszetek po 34 g,5060014051639,3525
PKU Express 20 o smaku owoców tropikalnych,Dieta eliminacyjna w fenyloketonurii, proszek, 20/34 g bia³ka/g,30 saszetek po 34 g,5060014051783,3526
PKU Express 20 o smaku pomarañczowym,Dieta eliminacyjna w fenyloketonurii, proszek, 20/34 g bia³ka/g,30 saszetek po 34 g,5060014051769,3527
PKU Gel o smaku malinowym,Dieta eliminacyjna w fenyloketonurii, proszek, 10/24 g bia³ka/g,30 saszetek po 24 g,5060014051455,3528
PKU Gel o smaku neutralnym,Dieta eliminacyjna w fenyloketonurii, proszek, 10/24 g bia³ka/g,30 saszetek po 24 g,5060014051448,3529
PKU Gel o smaku pomarañczowym,Dieta eliminacyjna w fenyloketonurii, proszek, 10/24 g bia³ka/g,30 saszetek po 24 g,5060014051462,3530
PKU GMPro (o smaku waniliowym),Dieta eliminacyjna w fenyloketonurii, proszek,,532;8 g (33;3 x 16 saszetek),8716900590252,3531
PKU Lophlex LQ (Berries),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 125 ml,3750 ml (30 x 125 ml),5016533647686,3532
PKU Lophlex LQ (Berries),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 62.5 ml,3750 ml (60 x 62;5 ml),5016533647693,3533
PKU Lophlex LQ (Citrus),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 125 ml,3750 ml (30 x 125 ml),5016533647747,3534
PKU Lophlex LQ (Citrus),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 62.5 ml,3750 ml (60 x 62;5 ml),5016533647754,3535
PKU Lophlex LQ (Orange),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 125 ml,3750 ml (30 x 125 ml),5016533647716,3536
PKU Lophlex LQ (Orange),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 62.5 ml,3750 ml (60 x 62;5 ml),5016533647723,3537
PKU Lophlex LQ (Tropical),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 125 ml,3750 ml (30 x 125 ml),5016533647778,3538
PKU Lophlex LQ (Tropical),Dieta eliminacyjna w fenyloketonurii, p³yn doustny, 62.5 ml,3750 ml (60 x 62;5 ml),5016533647785,3539
PKU Sphere 15 o smaku czerwonych owoców,Dieta eliminacyjna w fenyloketonurii, proszek, 15 g bia³ka,30 saszetek po 27 g,5060385940105,3540
PKU Sphere 15 o smaku waniliowym,Dieta eliminacyjna w fenyloketonurii, proszek, 15 g bia³ka,30 saszetek po 27 g,5060385940112,3541
PKU Sphere 20 o smaku czerwonych owoców,Dieta eliminacyjna w fenyloketonurii, proszek, 20 g bia³ka,30 saszetek po 35 g,5060014059840,3542
PKU Sphere 20 o smaku waniliowym,Dieta eliminacyjna w fenyloketonurii, proszek, 20 g bia³ka,30 saszetek po 35 g,5060014059857,3543
Plavocorin,Clopidogrelum, tabl. powl., 75 mg,28 szt. (2 blist.po 14 szt.),05909990762729,3544
Plegridy,Peginterferonum beta-1a, roztwór do wstrzykiwañ, 63 ?g; 94 ?g,2 wstrz.po 0;5 ml,00646520437201,3545
Plegridy,Peginterferonum beta-1a, roztwór do wstrzykiwañ, 63 ?g; 94 ?g,2 amp.-strz.po 0;5 ml,00646520441970,3546
Plegridy,Peginterferonum beta-1a, roztwór do wstrzykiwañ, 125 ?g,2 wstrz.po 0;5 ml,00646520442113,3547
Plegridy,Peginterferonum beta-1a, roztwór do wstrzykiwañ, 125 ?g,2 amp.-strz.po 0;5 ml,00646520442274,3548
Plendil,Felodipinum, tabl. o przed³u¿onym uwalnianiu, 5 mg,28 szt.,05909990344819,3549
Plendil,Felodipinum, tabl. o przed³u¿onym uwalnianiu, 10 mg,28 szt.,05909990344918,3550
Polamoklav,Amoxicillinum + Acidum clavulanicum, tabl. powl., 875+125 mg,14 szt.,05909991392772,3551
Polcortolon,Triamcinolonum, tabl., 4 mg,20 szt. (2 blist.po 10 szt.),05909990915446,3552
Polfenon,Propafenoni hydrochloridum, tabl. powl., 150 mg,20 szt.,05909990034123,3553
Polhumin Mix - 2,Insulinum humanum, zawiesina do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml,05909991022921,3554
Polhumin Mix - 3,Insulinum humanum, zawiesina do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml,05909991023027,3555
Polhumin Mix - 4,Insulinum humanum, zawiesina do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml,05909991023126,3556
Polhumin Mix - 5,Insulinum humanum, zawiesina do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml,05909991023324,3557
Polhumin N,Insulinum humanum, zawiesina do wstrzykiwañ, 100 j.m./ml,5 wk³.po 3 ml,05909991022525,3558
