identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
05909990772209,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,25.86,2335
05909990772209,,,,,2335
05909990772230,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,25.86,2336
05909990772230,,,,,2336
05909991389420,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,4.31,2337
05909991389420,,,,,2337
05909991389437,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,7.75,2338
05909991389437,,,,,2338
05909991389468,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,7.75,2339
05909991389468,,,,,2339
05909991389475,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,13.59,2340
05909991389475,,,,,2340
05909991389512,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,13.59,2341
05909991389512,,,,,2341
05909991390242,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,4.96,2342
05909991390242,,,,,2342
05909991390259,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,9.05,2343
05909991390259,,,,,2343
05909991392475,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,9.05,2344
05909991392475,,,,,2344
05909991392482,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,16.22,2345
05909991392482,,,,,2345
05909991395100,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,nadciœnienie têtnicze u dzieci do 6 roku ¿ycia; przewlek³a choroba nerek u dzieci do 18 roku ¿ycia; leczenie renoprotekcyjne u dzieci do 18 roku ¿ycia,30%,16.22,2346
05909991395100,,,,,2346
05909990722327,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2347
05909990722365,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,3.2,2348
05909990722426,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,3.2,2349
05909990006755,Padaczka oporna na leczenie,,rycza³t,37.98,2350
05909990006755,,,,,2350
05909990055562,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,6.47,2351
05909990055593,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.21,2352
05909990055531,Schizofrenia; Choroba afektywna dwubiegunowa,zaburzenia psychiczne inne ni¿ wymienione w ChPL u pacjentów z otêpieniem,rycza³t,5.6,2353
05909990055630,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2354
05909991219383,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,5.54,2355
05909991219420,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.32,2356
05909991219468,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,3.2,2357
05909991219505,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2358
05909991219543,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,6.4,2359
05909990058754,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,5.42,2360
05909990058761,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,5.33,2361
05909990058778,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,5.82,2362
05909990058785,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,5.39,2363
05909990058808,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,zaburzenia psychiczne inne ni¿ wymienione w ChPL u pacjentów z otêpieniem,rycza³t,9.99,2364
05909990081196,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,5.58,2365
05909990081233,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,7.68,2366
05909990779062,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,4.8,2367
5016003288302,Cukrzyca,,30%,5.27,2368
05904055005070,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,12.63,2369
05909991436056,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,6.78,2370
05909990064694,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,13.79,2371
05909990046485,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,9.67,2372
05909990794553,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,ból w przebiegu chorób nowotworowych - w przypadkach innych ni¿ okreœlone w ChPL,50%,4.7,2373
05909990338511,,,bezp³atny,0,2374
05909990430840,Schizofrenia; Choroba afektywna dwubiegunowa,zaburzenia psychiczne inne ni¿ wymienione w ChPL u pacjentów z otêpieniem,rycza³t,5.72,2375
05909990430857,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,9.15,2376
05909990430888,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,10.68,2377
05901549325126,,,bezp³atny,0,2378
07350031442090,,,bezp³atny,0,2379
07350031443271,,,bezp³atny,0,2380
05909990425143,,,bezp³atny,0,2381
05909990425150,,,bezp³atny,0,2382
05909990425167,,,bezp³atny,0,2383
05909990425174,,,bezp³atny,0,2384
05909990425181,,,bezp³atny,0,2385
05909990782208,,,bezp³atny,0,2386
05909991336769,,,bezp³atny,0,2387
05909990045532,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,12.49,2388
05909990045549,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,17.41,2389
05909990081165,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,12.51,2390
05909990620647,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,8.83,2391
05909990620654,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,13.62,2392
05909990620661,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,16.24,2393
05909990620678,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,26.08,2394
05909991426446,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,8.83,2395
05909991426453,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,13.62,2396
05909991426477,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,26.08,2397
05909991426491,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,16.24,2398
05909990331710,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,9.82,2399
05909990331727,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,15.07,2400
05909990331819,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,10.61,2401
05909990331826,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,14.66,2402
05909990719419,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,27.85,2403
05909990780624,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,17.75,2404
05909990780631,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,27.35,2405
05909991030117,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,15.61,2406
05995327181592,,,bezp³atny,0,2407
05995327181608,,,bezp³atny,0,2408
05995327181615,,,bezp³atny,0,2409
05907626707397,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,50%,9.07,2410
05909990067510,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,rycza³t,3.2,2411
05909990329717,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,14.61,2412
05909990139422,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,3.83,2413
05909990139521,Choroby psychiczne lub upoœledzenia umys³owe,,bezp³atny do limitu,10.5,2414
05909991390938,Nadpobudliwoœæ psychoruchowa z deficytem uwagi oraz ze wspó³istniej¹cymi chorobami; takimi jak: tiki; zespó³ Tourette’a; zaburzenia lêkowe lub z udokumentowan¹ nietolerancj¹ b¹dŸ niepowodzeniem terapii lekami psychostymuluj¹cymi jako element pe³nego programu leczenia u dzieci od 6 roku ¿ycia oraz u m³odzie¿y.,,rycza³t,8.96,2415
05909991390952,Nadpobudliwoœæ psychoruchowa z deficytem uwagi oraz ze wspó³istniej¹cymi chorobami; takimi jak: tiki; zespó³ Tourette’a; zaburzenia lêkowe lub z udokumentowan¹ nietolerancj¹ b¹dŸ niepowodzeniem terapii lekami psychostymuluj¹cymi jako element pe³nego programu leczenia u dzieci od 6 roku ¿ycia oraz u m³odzie¿y.,,rycza³t,11.56,2416
05909991390976,Nadpobudliwoœæ psychoruchowa z deficytem uwagi oraz ze wspó³istniej¹cymi chorobami; takimi jak: tiki; zespó³ Tourette’a; zaburzenia lêkowe lub z udokumentowan¹ nietolerancj¹ b¹dŸ niepowodzeniem terapii lekami psychostymuluj¹cymi jako element pe³nego programu leczenia u dzieci od 6 roku ¿ycia oraz u m³odzie¿y.,,rycza³t,13.08,2417
05909991390990,Nadpobudliwoœæ psychoruchowa z deficytem uwagi oraz ze wspó³istniej¹cymi chorobami; takimi jak: tiki; zespó³ Tourette’a; zaburzenia lêkowe lub z udokumentowan¹ nietolerancj¹ b¹dŸ niepowodzeniem terapii lekami psychostymuluj¹cymi jako element pe³nego programu leczenia u dzieci od 6 roku ¿ycia oraz u m³odzie¿y.,,rycza³t,15.88,2418
05909990484119,Przerost gruczo³u krokowego,,rycza³t,16.72,2419
05909990484119,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.74,2419
05909990484119,,,,,2419
05909990484317,Przerost gruczo³u krokowego,,rycza³t,22.45,2420
05909990484317,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,24.79,2420
05909990484317,,,,,2420
05909990042579,Mukowiscydoza; Stan po resekcji trzustki,,bezp³atny do limitu,12.42,2421
05909991219758,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,5.08,2422
05909991219901,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,3.2,2423
05909991219963,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2424
05909991220020,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,6.4,2425
05909990074143,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,5.42,2426
05909990074235,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,3.21,2427
05909990074068,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,zaburzenia psychiczne inne ni¿ wymienione w ChPL u pacjentów z otêpieniem,rycza³t,4.92,2428
05909990074280,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,4.8,2429
05909991205591,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,3.98,2430
05909991205676,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,3.2,2431
05909991205737,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2432
05909991255367,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,5.47,2433
05909991380922,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,6.4,2434
05909990688234,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,9.15,2435
05909990688241,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,zaburzenia psychiczne inne ni¿ wymienione w ChPL u pacjentów z otêpieniem,rycza³t,5.7,2436
05909990688265,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,11.87,2437
05909990688272,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,9.94,2438
05909990688296,<1>Schizofrenia; <2>Choroba afektywna dwubiegunowa,,rycza³t,10.68,2439
05906414000894,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.73,2440
05909990965335,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,5.08,2441
05909990965373,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,3.88,2442
05909990965403,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,4.8,2443
05909990965441,Schizofrenia; Choroba afektywna dwubiegunowa,,rycza³t,6.4,2444
05909991384388,,,bezp³atny,0,2445
05909991256388,,,bezp³atny,0,2446
05909991298463,,,bezp³atny,0,2447
05909991298470,,,bezp³atny,0,2448
05909990625697,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,15.64,2449
05909990625697,,,,,2449
05909990650521,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,5.27,2450
05909990650521,,,,,2450
05909990650620,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,10.57,2451
05909990650620,,,,,2451
05055565743324,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.5,2452
05055565743331,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2453
05055565743348,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2454
05055565743355,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.98,2455
05902020241584,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.28,2456
05902020241591,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2457
05902020241607,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2458
05902020241614,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.98,2459
05909991358341,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2460
05909991358358,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2461
05909991358365,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.2,2462
05909991358372,Terapia dodana u chorych powy¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej dwóch prób terapii dodanej,terapia dodana u chorych poni¿ej 16 roku ¿ycia z padaczk¹ ogniskow¹ z brakiem kontroli napadów lub nietolerancj¹ leczenia po zastosowaniu co najmniej trzech prób terapii dodanej,rycza³t,3.98,2463
05909991105549,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,12.9,2464
05909991105549,,,,,2464
05909991105563,We wszystkich zarejestrowanych wskazaniach na dzieñ wydania decyzji,,30%,7.99,2465
05909991105563,,,,,2465
